experiment,build,config,phase,rep,cell,concurrency,context_tokens,aggregate_tps,per_request_avg_tps,ttft_avg_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,itl_avg_ms,itl_p50_ms,itl_p90_ms,itl_p99_ms,output_tps_per_user_avg,output_tps_per_user_p50,e2e_output_tps_per_user_avg,server_gen_throughput,server_utilization,spec_accept_rate,spec_accept_length,avg_running_reqs,max_running_reqs,queue_fraction,completed_request_count,num_errors,capacity_limited,underfilled,warmup_timed_out,measurement_seconds,source_file
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c16-ctx16384,16,16384,854.894,53.431,781.958,651.767,1610.953,1614.239,18.295,18.285,19.496,20.574,54.824,54.688,52.464,854.894,0.2754,0.1809,0.0,16.0,16,0.0,16,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c16-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c16-ctx32768,16,32768,824.96,51.56,1588.02,900.505,3026.826,3032.292,18.947,18.954,20.631,21.43,53.049,52.76,49.25,824.96,0.2902,0.1949,0.0,15.9,16,0.0,16,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c16-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c16-ctx65536,16,65536,764.181,47.761,2230.767,1738.535,4152.645,4157.263,20.077,19.908,22.359,23.003,50.052,50.232,44.039,764.181,0.3089,0.1916,0.0,15.9,16,0.0,16,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c16-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c16-ctx134144,16,134144,662.343,41.396,4616.264,4119.552,8502.577,8514.874,22.234,22.08,24.558,26.154,45.328,45.291,36.224,662.343,0.3711,0.2927,0.0,15.8,16,0.0,16,0,False,False,False,60.39,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c16-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c32-ctx0,32,0,1129.251,35.289,352.257,308.414,446.795,448.104,25.693,26.488,29.156,31.191,40.202,37.753,35.575,1129.251,0.473,0.2433,0.0,31.9,32,0.0,32,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c32-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c32-ctx16384,32,16384,1073.782,33.556,1355.371,1599.796,2657.951,2667.07,26.677,27.745,31.371,33.042,39.329,36.042,33.969,1073.782,0.5002,0.2968,0.0,31.9,32,0.0,24,0,False,False,False,60.36,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c32-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c32-ctx32768,32,32768,1021.227,31.913,3503.306,4663.414,5716.604,5731.438,28.226,30.244,33.149,33.563,37.27,33.065,32.0,1021.227,0.5539,0.2993,0.0,31.9,32,0.0,14,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c32-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c32-ctx65536,32,65536,946.364,29.574,6338.427,7010.285,7931.52,7939.392,31.949,32.434,35.796,37.03,32.385,30.832,29.882,946.364,0.0,0.216,0.0,32.0,32,0.0,9,0,False,False,False,60.38,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c32-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c32-ctx134144,32,134144,800.534,25.017,14807.232,16339.833,16391.679,16425.203,37.776,38.151,41.075,42.827,26.817,26.211,44.149,800.534,0.6449,0.2114,0.0,32.0,32,0.0,1,0,False,False,False,60.42,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c32-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c1-ctx0,1,0,88.459,88.459,63.827,61.834,71.302,73.432,11.083,11.321,11.869,11.993,90.807,88.329,91.849,88.459,0.0163,0.1875,0.0,1,1,0.0,2,0,False,False,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c1-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c1-ctx16384,1,16384,88.874,88.874,143.167,142.209,145.273,145.962,10.972,11.027,11.066,11.074,91.155,90.686,90.858,88.874,0.0311,0.1591,0.0,1.0,1,0.0,2,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c1-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c1-ctx32768,1,32768,97.694,97.694,232.785,232.209,234.468,235.166,9.136,9.834,10.629,10.853,115.545,101.736,97.42,97.694,0.0451,0.5991,0.0,1.0,1,0.0,3,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c1-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c1-ctx65536,1,65536,91.258,91.258,291.848,292.089,293.997,294.427,10.672,10.394,11.453,11.691,94.168,96.205,89.648,91.258,0.0762,0.3203,0.0,1,1,0.0,2,0,False,False,False,60.36,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c1-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c1-ctx134144,1,134144,80.323,80.323,509.68,509.071,510.618,510.966,12.081,12.01,12.191,12.232,82.781,83.262,80.874,80.323,0.1385,0.2292,0.0,1.0,1,0.0,2,0,False,False,False,60.36,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c1-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c2-ctx0,2,0,174.188,87.094,128.882,133.443,153.698,170.765,11.338,11.195,11.997,12.102,88.372,89.333,90.408,174.188,0.0327,0.1621,0.0,2,2,0.0,4,0,False,False,False,60.37,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c2-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c2-ctx16384,2,16384,179.5,89.75,212.007,201.413,243.869,278.321,10.961,10.966,11.515,11.517,91.44,91.193,91.494,179.5,0.0475,0.1976,0.0,2,2,0.0,4,0,False,False,False,60.3,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c2-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c2-ctx32768,2,32768,169.133,84.567,310.298,291.881,368.922,428.009,11.623,11.272,12.49,13.286,86.411,88.718,84.21,169.133,0.0622,0.2077,0.0,2.0,2,0.0,4,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c2-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c2-ctx65536,2,65536,164.435,82.218,410.139,363.448,505.866,564.159,11.815,11.988,12.207,12.279,84.762,83.418,83.412,164.435,0.0918,0.1229,0.0,2,2,0.0,4,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c2-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c2-ctx134144,2,134144,155.974,77.987,693.656,592.236,924.759,981.076,12.266,12.431,12.849,13.034,81.756,80.451,76.94,155.974,0.154,0.1401,0.0,2.0,2,0.0,4,0,False,False,False,60.32,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c2-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c4-ctx0,4,0,327.377,81.844,125.841,138.27,140.211,140.368,12.006,11.881,12.912,13.782,83.629,84.174,81.655,327.377,0.0622,0.1812,0.0,4,4,0.0,8,0,False,False,False,60.28,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c4-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c4-ctx16384,4,16384,326.04,81.51,281.314,240.968,375.914,452.341,11.999,11.967,12.979,13.03,83.615,83.567,81.683,326.04,0.0778,0.2375,0.0,4.0,4,0.0,8,0,False,False,False,60.44,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c4-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c4-ctx32768,4,32768,315.855,78.964,398.783,284.825,756.325,756.611,12.261,12.476,13.473,13.686,82.149,80.156,78.171,315.855,0.0949,0.2629,0.0,4.0,4,0.0,8,0,False,False,False,60.28,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c4-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c4-ctx65536,4,65536,328.601,82.15,541.155,383.897,982.888,1025.923,11.648,12.55,13.744,14.058,95.137,79.68,92.588,328.601,0.1214,0.2981,0.0,4.0,4,0.0,9,0,False,False,False,60.37,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c4-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c4-ctx134144,4,134144,298.611,74.653,1012.145,614.532,1844.396,1892.423,12.69,12.741,13.764,14.441,79.211,78.489,72.785,298.611,0.1852,0.2465,0.0,4.0,4,0.0,8,0,False,False,False,60.41,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c4-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c8-ctx0,8,0,582.61,72.826,163.039,148.223,205.995,206.582,13.193,13.23,14.644,15.441,76.444,75.599,72.257,582.61,0.1206,0.2639,0.0,8.0,8,0.0,16,0,False,False,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c8-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c8-ctx16384,8,16384,558.518,69.815,409.884,225.042,885.163,886.686,13.446,13.648,15.107,15.278,75.498,73.272,69.505,558.518,0.1361,0.2864,0.0,8.0,8,0.0,16,0,False,False,False,60.43,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c8-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c8-ctx32768,8,32768,555.168,69.396,713.92,488.394,1552.092,1554.352,13.612,13.868,14.988,15.884,74.162,72.109,68.602,555.168,0.0443,0.225,0.0,8.0,8,0.0,16,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c8-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c8-ctx65536,8,65536,523.145,65.393,970.653,389.839,2049.614,2053.103,14.202,14.797,15.896,16.26,73.502,67.59,64.83,523.145,0.0747,0.2212,0.0,8.0,8,0.0,13,0,False,False,False,60.3,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c8-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c8-ctx134144,8,134144,477.249,59.656,2002.709,755.584,3911.01,3919.136,16.169,16.31,17.514,17.778,62.16,61.312,56.788,477.249,0.2521,0.2322,0.0,7.9,8,0.0,9,0,False,False,False,60.32,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c8-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c16-ctx0,16,0,893.137,55.821,244.684,214.686,330.142,331.265,17.618,17.644,18.574,20.222,56.915,56.675,55.38,893.137,0.2598,0.2023,0.0,16.0,16,0.0,16,0,False,False,False,60.25,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c16-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c16-ctx16384,16,16384,850.412,53.151,797.132,351.557,1582.983,1586.777,18.346,18.252,19.889,20.738,54.765,54.787,51.617,850.412,0.277,0.207,0.0,16.0,16,0.0,16,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c16-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c16-ctx32768,16,32768,823.293,51.456,1675.903,940.491,3056.513,3061.491,18.789,18.602,20.361,20.876,53.395,53.762,48.533,823.293,0.291,0.2636,0.0,16.0,16,0.0,16,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c16-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c16-ctx65536,16,65536,775.233,48.452,2228.438,1713.543,4120.567,4130.467,19.775,19.55,21.47,22.338,50.802,51.152,44.889,775.233,0.3089,0.201,0.0,15.9,16,0.0,16,0,False,False,False,60.39,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c16-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c16-ctx134144,16,134144,669.237,41.827,3296.077,2520.941,7179.361,7413.894,22.381,22.256,24.714,25.894,44.979,44.931,37.902,669.237,0.3719,0.2642,0.0,15.8,16,0.0,16,0,False,False,False,60.42,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c16-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c32-ctx0,32,0,1122.092,35.065,369.165,291.674,487.964,489.932,25.785,26.269,29.848,31.743,39.985,38.068,35.401,1122.092,0.4746,0.2731,0.0,31.9,32,0.0,31,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c32-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c32-ctx16384,32,16384,1076.073,33.627,1575.407,2343.485,3077.913,3083.159,26.08,27.783,30.749,32.464,40.736,35.993,33.396,1076.073,0.494,0.3073,0.0,31.9,32,0.0,28,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c32-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c32-ctx32768,32,32768,1024.102,32.003,3656.674,4698.045,5846.321,5852.427,28.617,29.634,32.857,34.213,36.405,33.745,32.328,1024.102,0.0443,0.2473,0.0,31.9,32,0.0,14,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c32-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c32-ctx65536,32,65536,924.418,28.888,6881.586,8097.17,8134.088,8192.567,32.46,32.974,36.171,37.231,31.62,30.327,29.891,924.418,0.0,0.213,0.0,32.0,32,0.0,5,0,False,False,False,60.32,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c32-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,5,c32-ctx134144,32,134144,780.181,24.381,16876.396,17265.09,17325.346,17340.011,38.793,38.34,41.079,42.262,25.817,26.083,0.0,780.181,0.6457,0.1888,0.0,32,32,0.0,0,0,False,False,False,60.37,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run5/c32-ctx131k.json
